Asset_ID,Asset_Name,Category,NFT_Tier,Faction,Biome,Rarity,Base_Prompt,Negative_Prompt,Style_Keywords,Primary_Color_Hex,Secondary_Color_Hex,Accent_Color_Hex,Resolution,Format,Animation_States,Direction_Count,Frame_Count,Stage1_Status,Stage2_Status,Stage3_Status,Stage4_Status,Stage5_Status,Stage6_Status,Stage7_Status,Quality_Rating,Approval_Status,Priority,Production_Week,Notes,Stage1_Est_Cost,Stage1_Act_Cost,Stage1_Service,Stage2_Est_Cost,Stage2_Act_Cost,Stage2_Service,Stage3_Est_Cost,Stage3_Act_Cost,Stage3_Service,Stage4_Est_Cost,Stage4_Act_Cost,Stage4_Service,Stage5_Est_Cost,Stage5_Act_Cost,Stage5_Service,Stage6_Est_Cost,Stage6_Act_Cost,Stage6_Service,Stage7_Est_Cost,Stage7_Act_Cost,Stage7_Service,Total_Est_Cost,Total_Act_Cost,Cost_Variance,Cost_Variance_Pct,Base_Value,Market_Value_Est,Mint_Price_Target,Cost_Per_Variant,ROI_Multiplier,Pipeline_Start,Pipeline_End,Duration_Minutes
UNIT_DW_SCT_001,Desert Scout,Unit,Units,Sand_Vanguard,Desert_Wastes,Common,"SAND VANGUARD Salvage Scout: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat scout, minimal light armor for stealth, binoculars, smoke grenades, agile build, desert camouflage cloak, reconnaissance equipment, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, scout unit, salvaged tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#C4A35A,#8B4513,#FFD700,1024x1024,PNG,"t-pose,idle,walk,stealth,attack,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,32,Recon and scouting,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_DW_MED_001,Desert Medic,Unit,Units,Sand_Vanguard,Desert_Wastes,Uncommon,"SAND VANGUARD Salvage Medic: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat field medic, medical satchel with red cross, salvaged healing equipment, light protective armor, caring expression, medical tools, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, support unit, salvaged tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#C4A35A,#8B4513,#FFD700,1024x1024,PNG,"t-pose,idle,walk,heal,death",8,40,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,32,Healing support unit,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,15.00,10.50,0.0010,3750.00,,,
UNIT_DW_ENG_001,Desert Engineer,Unit,Units,Sand_Vanguard,Desert_Wastes,Uncommon,"SAND VANGUARD Salvage Engineer: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat combat engineer, heavy tool belt, welding torch, repair equipment, blueprint scrolls, salvaged tech backpack, building gear, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, builder unit, salvaged tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#C4A35A,#8B4513,#FFD700,1024x1024,PNG,"t-pose,idle,walk,build,repair,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,33,Construction and repair,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,15.00,10.50,0.0010,3750.00,,,
UNIT_DW_MAG_001,Desert Mage,Unit,Units,Sand_Vanguard,Desert_Wastes,Rare,"SAND VANGUARD Salvage Mage: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat tech-mage, robes with salvaged tech components, staff with energy core, mystical-tech hybrid aesthetic, glowing runes on armor, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, caster unit, salvaged tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#C4A35A,#8B4513,#FFD700,1024x1024,PNG,"t-pose,idle,walk,cast,channel,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,33,Magic damage dealer,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,25.00,17.50,0.0010,6250.00,,,
UNIT_DW_SIE_001,Desert Siege,Unit,Units,Sand_Vanguard,Desert_Wastes,Epic,"SAND VANGUARD Salvage Siege: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat siege operator, heavy mortar equipment, ammunition belt, targeting equipment, blast-resistant armor, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, artillery unit, salvaged tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#C4A35A,#8B4513,#FFD700,1024x1024,PNG,"t-pose,idle,walk,setup,fire,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,34,Siege and artillery,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,50.00,35.00,0.0010,12500.00,,,
UNIT_DW_ASS_001,Desert Assassin,Unit,Units,Sand_Vanguard,Desert_Wastes,Rare,"SAND VANGUARD Salvage Assassin: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat assassin, sleek dark armor, dual hidden blades, stealth gear, hooded cloak, silent killer aesthetic, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, assassin unit, salvaged tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#C4A35A,#8B4513,#FFD700,1024x1024,PNG,"t-pose,idle,walk,stealth,backstab,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,34,Stealth assassin,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,25.00,17.50,0.0010,6250.00,,,
UNIT_VL_WAR_001,Volcanic Warrior,Unit,Units,Cinder_Forgers,Volcanic_Lands,Common,"CINDER FORGERS Obsidian Warrior: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat warrior, heavy obsidian-forged armor with magma veins, ash-darkened fur, ember glow eyes, volcanic forge-made weapons, heat-resistant gear, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, infantry unit, volcanic forge, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#1C1C1C,#FF4500,#FF6B35,1024x1024,PNG,"t-pose,idle,walk,attack,death",8,40,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,35,Basic melee infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_VL_ARC_001,Volcanic Archer,Unit,Units,Cinder_Forgers,Volcanic_Lands,Common,"CINDER FORGERS Obsidian Archer: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat archer, light heat-resistant armor, fire-tipped arrows, obsidian bow, ember-glow quiver, ash-gray fur with orange tips, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, ranged unit, volcanic forge, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#1C1C1C,#FF4500,#FF6B35,1024x1024,PNG,"t-pose,idle,walk,draw,shoot,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,35,Basic ranged infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_FR_WAR_001,Frozen Warrior,Unit,Units,Cryo_Sentinels,Frozen_Ruins,Common,"CRYO SENTINELS Ice Warrior: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat warrior, crystalline ice armor, frost-covered weapons, pale blue fur with frost patterns, cold breath visible, cryo-tech integrated gear, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, infantry unit, ice forged, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#B0E0E6,#708090,#00FFFF,1024x1024,PNG,"t-pose,idle,walk,attack,death",8,40,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,36,Basic melee infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_FR_ARC_001,Frozen Archer,Unit,Units,Cryo_Sentinels,Frozen_Ruins,Common,"CRYO SENTINELS Ice Archer: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat archer, white winter cloak, ice-crystal arrows, cryo-tech bow, frost sniper scope, winter camouflage, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, ranged unit, ice forged, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#B0E0E6,#708090,#00FFFF,1024x1024,PNG,"t-pose,idle,walk,draw,shoot,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,36,Basic ranged infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_JO_WAR_001,Jungle Warrior,Unit,Units,Bio_Hunters,Jungle_Overgrowth,Common,"BIO HUNTERS Vine Warrior: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat warrior, living vine armor with bioluminescent accents, organic weapons, jungle camouflage fur, toxic green eyes, nature-bonded appearance, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, infantry unit, bio-organic, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#228B22,#8B7355,#ADFF2F,1024x1024,PNG,"t-pose,idle,walk,attack,death",8,40,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,37,Basic melee infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_JO_ARC_001,Jungle Archer,Unit,Units,Bio_Hunters,Jungle_Overgrowth,Common,"BIO HUNTERS Vine Archer: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat archer, poison-tipped arrows, living bow of twisted vines, camouflage leaf cloak, jungle predator eyes, bio-glow markings, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, dark fantasy, ranged unit, bio-organic, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#228B22,#8B7355,#ADFF2F,1024x1024,PNG,"t-pose,idle,walk,draw,shoot,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,37,Basic ranged infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_NM_WAR_001,Neon Warrior,Unit,Units,Signal_Hackers,Neon_Megacity,Common,"SIGNAL HACKERS Cyber Warrior: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat warrior, sleek cyber armor with neon circuit patterns, energy blade, hacker visor, carbon-black fur with neon highlights, tech-enhanced physique, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, cyberpunk, infantry unit, neon tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#0D0D0D,#FF00FF,#00BFFF,1024x1024,PNG,"t-pose,idle,walk,attack,death",8,40,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,38,Basic melee infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
UNIT_NM_ARC_001,Neon Archer,Unit,Units,Signal_Hackers,Neon_Megacity,Common,"SIGNAL HACKERS Cyber Archer: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Post-apocalyptic anthropomorphic cat tech archer, railgun crossbow, targeting HUD visor, neon-traced armor, energy bolt ammunition, precision shooter stance, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","post-apocalyptic, cyberpunk, ranged unit, neon tech, gritty realism, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#0D0D0D,#FF00FF,#00BFFF,1024x1024,PNG,"t-pose,idle,walk,draw,shoot,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,38,Basic ranged infantry,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
ENEMY_T1_001,Corrupted Drone,Enemy,Bosses,AI_Corruption,Universal,Common,"AI CORRUPTION Tier 1 Drone: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Corrupted robotic drone enemy, glitching holographic parts, red malevolent glow, mechanical spider-like form, virus patterns on chassis, menacing but basic design, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","corrupted AI, mechanical horror, glitch aesthetic, red glow, menacing design, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#8B0000,#FF0000,#2F0000,1024x1024,PNG,"t-pose,idle,walk,attack,death",8,40,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,40,Tier 1 basic enemy,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,10.00,7.00,0.0010,2500.00,,,
ENEMY_T2_001,Corrupted Sentinel,Enemy,Bosses,AI_Corruption,Universal,Uncommon,"AI CORRUPTION Tier 2 Sentinel: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Corrupted humanoid robot enemy, larger than Tier 1, glitching armor plates, dual arm weapons, red scanner eyes, virus corruption spreading across body, intimidating stance, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","corrupted AI, mechanical horror, glitch aesthetic, red glow, menacing design, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#8B0000,#FF0000,#2F0000,1024x1024,PNG,"t-pose,idle,walk,attack,special,death",8,48,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P1,41,Tier 2 medium enemy,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,15.00,10.50,0.0010,3750.00,,,
ENEMY_T3_001,Corrupted Overlord,Enemy,Bosses,AI_Corruption,Universal,Rare,"AI CORRUPTION Tier 3 Overlord: T-pose with arms extended horizontally at shoulder height, front facing view, full body visible head to feet, standing upright bipedal stance. Corrupted massive mech enemy, towering over units, heavy weapons array, glitching reality around it, command presence, virus tendrils spreading, boss-level intimidation, GREEN BACKGROUND, professional game asset, MUST HAVE A COMPLETE GREEN SCREEN BACKGROUND with NO fx, bg with no environment, bg with no visible ground","blurry, low quality, watermark, text, logo, deformed, ugly, bad anatomy, extra limbs, missing limbs, floating limbs, disconnected limbs, mutation, mutated, disfigured, poorly drawn face, cloned face, gross proportions, malformed limbs, extra fingers, fused fingers, too many fingers, long neck, signature, username, error, cropped, worst quality, jpeg artifacts, lowres, bad proportions, out of frame, duplicate, morbid, mutilated, extra arms, extra legs, grayscale, monochrome, oversaturated, undersaturated","corrupted AI, mechanical horror, glitch aesthetic, red glow, boss design, cinematic lighting, 45-degree top-right light source, detailed textures, game-ready asset",#8B0000,#FF0000,#2F0000,1024x1024,PNG,"t-pose,idle,walk,attack,special1,special2,death",8,56,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,PENDING,,PENDING,P0,42,Tier 3 mini-boss,0.0040,,runpod_sdxl,0.0000,,bria_rmbg,0.0000,,pil_lanczos,0.0000,,meshy_free,0.0000,,blender_local,0.0000,,pil_local,0.0000,,pil_local,0.0040,,,,10.00,25.00,17.50,0.0010,6250.00,,,
